iter	Passed	Remaining
0	4	4258
1	8	4155
2	12	4074
3	16	4021
4	19	3948
5	23	3883
6	27	3869
7	30	3820
8	34	3819
9	38	3802
10	42	3786
11	46	3820
12	50	3800
13	53	3775
14	56	3697
15	59	3656
16	62	3605
17	65	3554
18	68	3539
19	71	3487
20	73	3442
21	76	3393
22	78	3343
23	81	3296
24	83	3252
25	85	3207
26	87	3165
27	90	3128
28	92	3100
29	94	3068
30	97	3035
31	99	3003
32	101	2973
33	104	2956
34	106	2932
35	108	2909
36	110	2886
37	113	2864
38	115	2845
39	117	2822
40	119	2802
41	122	2800
42	124	2781
43	127	2766
44	129	2757
45	132	2743
46	134	2727
47	136	2711
48	140	2720
49	142	2704
50	144	2692
51	147	2683
52	149	2677
53	152	2664
54	154	2653
55	157	2648
56	159	2636
57	161	2624
58	163	2613
59	166	2608
60	168	2598
61	170	2586
62	173	2575
63	175	2571
64	178	2563
65	180	2550
66	182	2538
67	184	2535
68	187	2523
69	189	2513
70	191	2503
71	193	2493
72	196	2499
73	199	2490
74	201	2481
75	203	2476
76	205	2468
77	208	2459
78	210	2450
79	212	2447
80	215	2439
81	217	2430
82	219	2422
83	221	2416
84	223	2407
85	225	2399
86	228	2395
87	230	2389
88	233	2389
89	235	2381
90	237	2374
91	239	2367
92	242	2363
93	244	2356
94	246	2349
95	248	2343
96	251	2339
97	253	2333
98	255	2325
99	257	2319
100	260	2314
101	262	2311
102	264	2305
103	266	2298
104	269	2295
105	271	2289
106	273	2282
107	275	2276
108	278	2274
109	280	2268
110	282	2263
111	284	2256
112	287	2253
113	289	2252
114	292	2247
115	294	2241
116	296	2236
117	298	2232
118	300	2227
119	303	2222
120	305	2220
121	311	2239
122	457	3263
123	472	3334
124	494	3459
125	519	3604
126	523	3597
127	527	3591
128	531	3585
129	534	3576
130	537	3563
131	540	3551
132	543	3540
133	546	3530
134	548	3516
135	551	3502
136	554	3491
137	557	3479
138	559	3465
139	561	3450
140	564	3439
141	567	3428
142	764	4581
143	774	4602
144	776	4579
145	779	4562
146	782	4541
147	786	4530
148	789	4511
149	792	4491
150	794	4469
151	797	4447
152	799	4425
153	801	4404
154	804	4387
155	807	4366
156	810	4349
157	812	4329
158	815	4311
159	817	4292
160	820	4275
161	823	4258
162	826	4242
163	828	4225
164	831	4208
165	834	4190
166	837	4178
167	840	4164
168	843	4147
169	845	4129
170	848	4113
171	850	4095
172	853	4078
173	857	4069
174	859	4052
175	862	4038
176	865	4026
177	868	4011
178	871	3996
179	874	3984
180	877	3969
181	879	3952
182	882	3938
183	884	3922
184	886	3905
185	888	3889
186	890	3872
187	895	3867
188	897	3851
189	899	3835
190	901	3820
191	904	3804
192	906	3789
193	908	3774
194	910	3759
195	913	3745
196	915	3730
197	917	3715
198	919	3701
199	922	3690
200	924	3676
201	927	3662
202	929	3649
203	932	3637
204	934	3623
205	936	3609
206	938	3596
207	941	3583
208	943	3569
209	945	3556
210	947	3543
211	950	3531
212	952	3518
213	954	3505
214	956	3492
215	958	3479
216	960	3467
217	963	3455
218	965	3442
219	967	3431
220	970	3419
