iter	Passed	Remaining
0	13	13717
1	41	20781
2	378	125729
3	388	96654
4	391	77945
5	395	65442
6	397	56421
7	400	49720
8	403	44445
9	406	40263
10	409	36789
11	413	34009
12	416	31591
13	418	29467
14	420	27629
15	423	26032
16	426	24633
17	428	23390
18	431	22279
19	434	21266
20	436	20335
21	438	19500
22	440	18720
23	443	18036
24	447	17450
25	450	16877
26	453	16349
27	456	15842
28	458	15365
29	462	14949
30	465	14563
31	468	14163
32	470	13792
33	473	13439
34	476	13138
35	481	12885
36	485	12627
37	488	12373
38	491	12106
39	493	11844
40	495	11596
41	497	11358
42	500	11133
43	502	10919
44	504	10714
45	506	10513
46	509	10324
47	511	10144
48	514	9992
49	517	9839
50	520	9678
51	522	9523
52	524	9370
53	526	9222
54	529	9091
55	531	8955
56	533	8823
57	535	8698
58	538	8582
59	540	8464
60	542	8349
61	544	8239
62	547	8137
63	549	8033
64	551	7931
65	553	7835
66	556	7743
67	558	7651
68	560	7560
69	562	7473
70	564	7390
71	566	7306
72	569	7226
73	571	7149
74	573	7078
75	576	7009
76	578	6935
77	580	6863
78	582	6794
79	584	6726
80	587	6661
81	589	6597
82	591	6536
83	594	6479
84	596	6420
85	598	6362
86	600	6304
87	602	6248
88	605	6193
89	607	6140
90	609	6089
91	612	6049
92	615	6000
93	617	5952
94	620	5908
95	622	5862
96	624	5814
97	626	5768
98	628	5723
99	631	5682
100	633	5639
101	635	5597
102	638	5558
103	640	5518
104	642	5478
105	644	5438
106	647	5399
107	650	5370
108	652	5332
109	654	5296
110	657	5264
111	659	5229
112	661	5194
113	664	5161
114	666	5131
115	669	5098
116	671	5066
117	673	5032
118	676	5007
119	678	4975
120	680	4945
121	682	4915
122	685	4885
123	687	4858
124	689	4828
125	691	4799
126	694	4772
127	696	4745
128	698	4717
129	700	4690
130	703	4663
131	705	4639
132	707	4612
133	709	4586
134	711	4561
135	714	4536
136	716	4511
137	718	4488
138	720	4464
139	723	4442
140	725	4417
141	727	4394
142	729	4372
143	731	4351
144	734	4329
145	736	4308
146	739	4288
147	741	4269
148	743	4247
149	745	4226
150	748	4206
151	750	4186
152	752	4166
153	754	4146
154	757	4127
155	759	4111
156	762	4094
157	764	4074
158	766	4055
159	768	4036
160	771	4017
161	773	4000
162	775	3982
163	777	3965
164	780	3949
165	782	3932
166	784	3915
167	787	3898
168	789	3880
169	791	3863
170	793	3847
171	796	3834
172	798	3818
173	801	3802
174	803	3786
175	805	3770
176	807	3754
177	809	3739
178	811	3723
179	814	3709
180	816	3695
181	818	3680
182	821	3665
183	823	3653
184	825	3638
185	828	3624
186	830	3610
187	834	3602
188	836	3588
189	838	3574
190	840	3561
191	843	3550
192	846	3539
193	848	3525
194	851	3514
195	853	3502
196	856	3489
197	858	3476
198	861	3466
199	863	3453
200	865	3440
201	867	3427
202	869	3415
203	871	3402
204	874	3390
205	876	3378
206	878	3366
207	880	3354
208	883	3343
209	885	3330
210	888	3320
211	890	3310
212	892	3298
213	895	3287
214	898	3280
215	900	3269
216	902	3258
217	905	3246
218	907	3236
219	909	3226
220	912	3214
221	914	3203
222	916	3193
223	918	3182
224	920	3171
225	922	3161
226	925	3150
227	927	3140
228	929	3129
229	933	3124
230	936	3117
231	939	3108
232	941	3099
233	944	3092
234	947	3083
235	949	3073
236	951	3063
237	954	3054
238	956	3045
239	958	3035
240	960	3026
241	963	3017
242	965	3008
243	968	2999
244	970	2990
245	973	2982
246	975	2973
247	977	2964
248	980	2957
249	983	2950
250	985	2941
251	988	2934
252	990	2925
253	992	2916
254	995	2907
255	997	2898
256	999	2889
257	1001	2881
258	1004	2872
259	1006	2863
260	1008	2855
261	1010	2846
262	1012	2838
263	1015	2830
264	1017	2822
265	1019	2814
266	1022	2806
267	1024	2797
268	1026	2789
269	1028	2781
270	1031	2773
271	1033	2765
272	1036	2760
273	1038	2752
274	1040	2744
275	1043	2736
276	1045	2729
277	1047	2721
278	1050	2713
279	1052	2705
280	1054	2698
281	1057	2691
282	1059	2683
283	1061	2675
284	1063	2668
285	1065	2661
286	1068	2653
287	1070	2645
288	1072	2639
289	1075	2633
290	1077	2626
291	1080	2619
292	1082	2612
293	1084	2604
294	1087	2597
295	1089	2590
296	1091	2584
297	1094	2577
298	1096	2569
299	1098	2562
300	1101	2558
301	1103	2551
302	1106	2544
303	1108	2537
304	1110	2530
305	1112	2523
306	1115	2517
307	1117	2510
308	1119	2503
309	1121	2497
310	1124	2491
311	1126	2484
312	1128	2477
313	1131	2471
314	1133	2464
315	1135	2458
316	1137	2451
317	1140	2445
318	1142	2438
319	1144	2432
320	1147	2427
321	1149	2421
322	1151	2414
323	1153	2407
324	1156	2402
325	1158	2396
326	1161	2389
327	1163	2383
328	1165	2377
329	1167	2371
330	1170	2365
331	1172	2358
332	1175	2354
333	1177	2348
334	1179	2341
335	1181	2335
336	1184	2330
