iter	Passed	Remaining
0	1	1794
1	3	1632
2	4	1542
3	5	1490
4	7	1461
5	8	1483
6	10	1481
7	11	1476
8	13	1475
9	14	1470
10	16	1494
11	18	1486
12	19	1484
13	20	1472
14	22	1460
15	23	1445
16	25	1446
17	26	1441
18	27	1431
19	29	1421
20	30	1412
21	31	1404
22	32	1395
23	34	1395
24	35	1389
25	36	1381
26	38	1374
27	39	1367
28	40	1360
29	41	1353
30	43	1358
31	44	1352
32	46	1348
33	47	1341
34	48	1336
35	49	1331
36	50	1326
37	52	1326
38	53	1323
39	54	1319
40	56	1321
41	57	1317
42	59	1315
43	60	1306
44	61	1304
45	62	1304
46	64	1301
47	65	1298
48	66	1295
49	68	1293
50	69	1291
51	70	1291
52	72	1288
53	73	1286
54	74	1284
55	76	1281
56	77	1278
57	78	1277
58	80	1278
59	81	1277
60	82	1273
61	84	1270
62	85	1268
63	86	1267
64	87	1265
65	89	1263
66	90	1261
67	91	1260
68	93	1258
69	94	1255
70	95	1253
71	97	1250
72	98	1249
73	99	1249
74	101	1247
75	102	1244
76	103	1243
77	104	1240
78	106	1238
79	107	1235
80	108	1233
81	110	1231
82	111	1229
83	112	1227
84	113	1225
85	115	1223
86	116	1224
87	118	1223
88	119	1221
89	121	1224
90	122	1222
91	123	1220
92	125	1221
93	126	1219
94	127	1217
95	129	1215
96	130	1213
97	131	1211
98	132	1209
99	134	1214
100	136	1212
101	137	1210
102	138	1208
103	140	1206
104	141	1204
105	142	1202
106	143	1200
107	145	1198
108	146	1196
109	147	1194
110	148	1192
111	150	1190
112	151	1189
113	152	1187
114	154	1187
115	155	1185
116	156	1183
117	158	1181
118	159	1179
119	160	1177
120	162	1179
121	163	1177
122	164	1175
123	166	1174
124	167	1173
125	168	1171
126	170	1170
127	172	1171
128	173	1170
129	174	1167
130	175	1166
131	177	1164
132	178	1162
133	179	1160
134	180	1159
135	182	1157
136	183	1155
137	184	1153
138	185	1152
139	187	1150
140	188	1150
141	190	1148
142	191	1147
143	192	1145
144	193	1143
145	195	1142
146	196	1140
147	197	1138
148	199	1138
149	200	1137
150	201	1135
151	203	1133
152	204	1132
153	205	1131
154	207	1129
155	208	1129
156	209	1127
157	211	1125
158	212	1123
159	213	1121
160	214	1120
161	216	1118
162	217	1118
163	219	1117
164	220	1116
165	221	1114
166	223	1112
167	224	1111
168	225	1109
169	227	1111
170	228	1109
171	230	1108
172	231	1107
173	232	1105
174	234	1105
175	235	1103
176	236	1101
177	238	1099
178	239	1098
179	240	1097
180	242	1096
181	243	1096
182	245	1096
183	246	1095
184	248	1094
185	249	1093
186	251	1091
187	252	1091
188	254	1090
189	255	1090
190	257	1091
191	259	1093
192	261	1093
193	264	1098
194	266	1099
195	268	1099
196	269	1097
197	270	1096
198	272	1094
199	273	1093
200	274	1091
201	275	1090
202	277	1088
203	278	1086
204	280	1085
205	281	1084
206	282	1083
207	284	1081
208	285	1080
209	286	1078
210	287	1076
211	289	1077
212	291	1075
213	292	1073
214	293	1072
215	295	1070
216	296	1069
217	297	1067
218	299	1067
219	301	1067
220	302	1067
221	304	1065
222	305	1064
223	307	1063
224	308	1062
225	309	1061
226	311	1059
227	312	1058
228	314	1057
229	315	1057
230	317	1055
231	318	1054
232	320	1054
233	321	1053
234	323	1051
235	324	1051
236	326	1050
237	327	1048
238	329	1048
239	330	1046
240	332	1045
241	333	1044
242	334	1043
243	336	1041
244	337	1040
245	339	1039
246	340	1038
247	342	1037
248	343	1035
249	344	1034
250	346	1032
251	347	1031
252	348	1030
253	350	1028
254	351	1027
255	353	1026
256	354	1024
257	356	1026
258	358	1025
259	359	1023
260	361	1022
261	362	1020
262	363	1019
263	365	1018
264	367	1020
265	369	1020
266	371	1019
267	373	1019
268	374	1017
269	376	1017
270	377	1015
271	378	1014
272	380	1013
273	382	1012
274	383	1011
275	384	1009
276	386	1008
277	387	1006
278	388	1004
279	390	1003
280	391	1001
281	392	999
282	394	998
283	395	997
284	396	995
285	398	994
286	399	992
287	401	991
288	402	989
289	403	988
290	405	987
291	406	985
292	407	983
293	409	982
294	410	981
295	412	980
296	413	978
297	414	977
298	416	975
299	417	974
300	419	973
301	420	971
302	421	970
303	423	968
304	424	967
305	426	966
306	427	965
307	429	965
308	431	964
309	432	963
310	433	961
311	435	960
312	437	959
313	438	957
314	440	956
315	441	955
316	443	954
317	444	953
318	446	952
319	447	950
320	448	948
321	450	947
322	451	946
323	453	945
324	454	944
325	456	942
326	457	941
327	458	940
328	460	938
329	461	937
330	463	936
331	464	935
332	466	933
333	467	931
334	469	931
335	470	930
336	472	928
337	473	927
338	475	926
339	476	924
340	477	923
341	479	921
342	480	921
343	482	919
344	484	919
345	486	920
346	488	919
347	490	918
348	492	918
349	493	917
350	495	916
351	497	915
352	498	914
353	500	913
354	501	911
355	502	909
356	504	908
357	505	906
358	507	906
359	508	904
360	510	903
361	511	901
362	512	899
363	514	899
364	516	897
365	517	896
366	518	894
367	520	893
368	521	891
369	523	890
370	524	889
371	526	888
372	527	886
373	528	885
374	530	883
375	531	882
376	533	880
377	534	879
378	535	877
379	536	876
380	538	874
381	539	872
382	540	871
383	542	870
384	544	869
385	545	868
386	547	867
387	549	866
388	550	865
389	552	864
390	554	863
391	557	863
392	559	863
393	561	863
394	562	861
395	564	860
396	565	859
397	567	858
398	569	857
399	570	856
400	572	854
401	573	853
402	574	851
403	576	850
404	577	848
405	579	847
406	581	847
407	583	846
408	585	845
409	586	844
410	588	843
411	589	842
412	591	840
413	593	839
414	594	838
415	596	837
416	599	837
417	601	836
418	602	835
419	605	835
420	606	834
421	608	833
422	609	831
423	610	829
424	612	828
425	613	826
426	614	825
427	618	826
428	626	834
429	634	840
430	635	838
431	636	837
432	638	835
433	639	834
434	641	832
435	642	831
436	644	830
437	645	828
438	647	827
439	648	825
440	650	824
441	651	822
442	652	820
443	654	819
444	655	817
445	657	816
446	658	814
447	660	813
448	663	813
449	664	812
450	666	811
451	668	810
452	670	809
453	756	909
454	758	908
455	759	906
456	761	904
457	763	903
458	764	901
459	766	899
460	768	898
461	770	896
462	771	895
463	773	893
464	775	891
465	776	889
466	778	888
467	779	886
468	781	884
469	783	883
470	784	881
471	786	879
472	787	877
473	788	875
474	790	873
475	791	871
476	792	869
477	794	867
478	795	865
479	796	863
480	798	861
481	799	859
482	800	857
483	802	855
484	803	853
485	804	851
486	805	849
487	807	846
488	808	844
489	809	843
490	811	841
491	812	839
492	814	837
493	815	835
494	816	833
495	817	831
496	819	829
497	820	827
498	821	825
499	823	823
500	824	821
501	825	819
502	827	817
503	828	815
504	829	813
505	831	811
506	832	809
507	833	807
508	835	805
509	836	803
510	837	801
511	838	799
512	840	797
513	841	795
514	842	793
515	844	791
516	845	789
517	847	788
518	848	786
519	849	784
520	850	782
521	852	780
522	853	778
523	854	776
524	856	774
525	857	772
526	858	770
527	860	768
528	861	766
529	862	765
530	864	763
531	865	761
532	866	759
533	867	757
534	869	755
535	870	753
536	871	751
537	873	749
538	874	747
539	875	746
540	877	744
541	878	742
542	879	740
543	881	738
544	882	736
545	883	734
546	885	732
547	886	731
548	887	729
549	888	727
550	890	725
551	891	723
552	892	721
553	894	719
554	895	717
555	896	716
556	898	714
557	899	712
558	900	710
559	902	708
560	903	707
561	904	705
562	906	703
563	907	701
564	909	699
565	910	698
566	912	696
567	913	694
568	915	693
569	916	691
570	917	689
571	919	687
572	921	686
573	922	684
574	923	682
575	925	681
